dataset,reference_year,window,metric_type,exposure_family,exposure_variant,alignment,outcome,support_rows,support_weight,estimate_or_contrast,direction_flag,notes
SIPP,2021,matched_aug_nov_state_precheck,high_minus_low,ex_parte_renewal_relief,ex_parte_renewal_rate,lag1,medicaid_exit_next,34,159252396.87,-0.0002,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2022,matched_aug_nov_state_precheck,high_minus_low,ex_parte_renewal_relief,ex_parte_renewal_rate,lag1,medicaid_exit_next,34,166301557.42,0.0017,unexpected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2023,matched_aug_nov_state_precheck,high_minus_low,ex_parte_renewal_relief,ex_parte_renewal_rate,lag1,medicaid_exit_next,34,155342186.03,0.0011,unexpected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2021,matched_aug_nov_state_precheck,high_minus_low,ex_parte_renewal_relief,ex_parte_renewal_rate,lag1,medicaid_exit_to_uninsured_next,34,159252396.87,-0.0012,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2022,matched_aug_nov_state_precheck,high_minus_low,ex_parte_renewal_relief,ex_parte_renewal_rate,lag1,medicaid_exit_to_uninsured_next,34,166301557.42,-0.0007,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2023,matched_aug_nov_state_precheck,high_minus_low,ex_parte_renewal_relief,ex_parte_renewal_rate,lag1,medicaid_exit_to_uninsured_next,34,155342186.03,-0.0016,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2021,matched_aug_nov_state_precheck,high_minus_low,ex_parte_renewal_relief,ex_parte_renewal_rate,lead1,medicaid_exit_next,34,153033262.82,0.0,unexpected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2022,matched_aug_nov_state_precheck,high_minus_low,ex_parte_renewal_relief,ex_parte_renewal_rate,lead1,medicaid_exit_next,34,156311932.94,0.0013,unexpected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2023,matched_aug_nov_state_precheck,high_minus_low,ex_parte_renewal_relief,ex_parte_renewal_rate,lead1,medicaid_exit_next,34,148848185.68,-0.0016,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2021,matched_aug_nov_state_precheck,high_minus_low,ex_parte_renewal_relief,ex_parte_renewal_rate,lead1,medicaid_exit_to_uninsured_next,34,153033262.82,-0.0012,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2022,matched_aug_nov_state_precheck,high_minus_low,ex_parte_renewal_relief,ex_parte_renewal_rate,lead1,medicaid_exit_to_uninsured_next,34,156311932.94,-0.0006,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2023,matched_aug_nov_state_precheck,high_minus_low,ex_parte_renewal_relief,ex_parte_renewal_rate,lead1,medicaid_exit_to_uninsured_next,34,148848185.68,-0.0013,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2021,matched_aug_nov_state_precheck,high_minus_low,ex_parte_renewal_relief,ex_parte_renewal_rate,lag2,medicaid_exit_next,34,155461622.03,-0.0005,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2022,matched_aug_nov_state_precheck,high_minus_low,ex_parte_renewal_relief,ex_parte_renewal_rate,lag2,medicaid_exit_next,34,161038345.73,0.002,unexpected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2023,matched_aug_nov_state_precheck,high_minus_low,ex_parte_renewal_relief,ex_parte_renewal_rate,lag2,medicaid_exit_next,34,150214409.61,0.0016,unexpected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2021,matched_aug_nov_state_precheck,high_minus_low,ex_parte_renewal_relief,ex_parte_renewal_rate,lag2,medicaid_exit_to_uninsured_next,34,155461622.03,-0.0014,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2022,matched_aug_nov_state_precheck,high_minus_low,ex_parte_renewal_relief,ex_parte_renewal_rate,lag2,medicaid_exit_to_uninsured_next,34,161038345.73,-0.0005,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2023,matched_aug_nov_state_precheck,high_minus_low,ex_parte_renewal_relief,ex_parte_renewal_rate,lag2,medicaid_exit_to_uninsured_next,34,150214409.61,-0.001,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2021,matched_aug_nov_state_precheck,high_minus_low,manual_renewal_burden,renewal_form_rate,same,medicaid_exit_next,34,170029752.34,-0.0006,unexpected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2022,matched_aug_nov_state_precheck,high_minus_low,manual_renewal_burden,renewal_form_rate,same,medicaid_exit_next,34,175844100.21,-0.0008,unexpected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2023,matched_aug_nov_state_precheck,high_minus_low,manual_renewal_burden,renewal_form_rate,same,medicaid_exit_next,34,169481759.61,0.0017,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2021,matched_aug_nov_state_precheck,high_minus_low,manual_renewal_burden,renewal_form_rate,same,medicaid_exit_to_uninsured_next,34,170029752.34,0.0004,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2022,matched_aug_nov_state_precheck,high_minus_low,manual_renewal_burden,renewal_form_rate,same,medicaid_exit_to_uninsured_next,34,175844100.21,0.0,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2023,matched_aug_nov_state_precheck,high_minus_low,manual_renewal_burden,renewal_form_rate,same,medicaid_exit_to_uninsured_next,34,169481759.61,0.0016,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2021,matched_aug_nov_state_precheck,high_minus_low,manual_renewal_burden,renewal_form_rate,lag1,medicaid_exit_next,34,162674178.04,-0.0008,unexpected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2022,matched_aug_nov_state_precheck,high_minus_low,manual_renewal_burden,renewal_form_rate,lag1,medicaid_exit_next,34,171328395.97,-0.0007,unexpected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2023,matched_aug_nov_state_precheck,high_minus_low,manual_renewal_burden,renewal_form_rate,lag1,medicaid_exit_next,34,166102360.94,0.0016,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2021,matched_aug_nov_state_precheck,high_minus_low,manual_renewal_burden,renewal_form_rate,lag1,medicaid_exit_to_uninsured_next,34,162674178.04,0.0004,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2022,matched_aug_nov_state_precheck,high_minus_low,manual_renewal_burden,renewal_form_rate,lag1,medicaid_exit_to_uninsured_next,34,171328395.97,0.0002,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2023,matched_aug_nov_state_precheck,high_minus_low,manual_renewal_burden,renewal_form_rate,lag1,medicaid_exit_to_uninsured_next,34,166102360.94,0.0018,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2021,matched_aug_nov_state_precheck,high_minus_low,manual_renewal_burden,renewal_form_rate,lead1,medicaid_exit_next,34,181824478.45,-0.0007,unexpected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2022,matched_aug_nov_state_precheck,high_minus_low,manual_renewal_burden,renewal_form_rate,lead1,medicaid_exit_next,34,188378717.99,-0.0014,unexpected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2023,matched_aug_nov_state_precheck,high_minus_low,manual_renewal_burden,renewal_form_rate,lead1,medicaid_exit_next,34,180626508.27,0.0014,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2021,matched_aug_nov_state_precheck,high_minus_low,manual_renewal_burden,renewal_form_rate,lead1,medicaid_exit_to_uninsured_next,34,181824478.45,0.0005,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2022,matched_aug_nov_state_precheck,high_minus_low,manual_renewal_burden,renewal_form_rate,lead1,medicaid_exit_to_uninsured_next,34,188378717.99,0.0001,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2023,matched_aug_nov_state_precheck,high_minus_low,manual_renewal_burden,renewal_form_rate,lead1,medicaid_exit_to_uninsured_next,34,180626508.27,0.0014,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2021,matched_aug_nov_state_precheck,high_minus_low,manual_renewal_burden,renewal_form_rate,lag2,medicaid_exit_next,34,161089191.68,-0.001,unexpected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2022,matched_aug_nov_state_precheck,high_minus_low,manual_renewal_burden,renewal_form_rate,lag2,medicaid_exit_next,34,168194295.3,-0.0012,unexpected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2023,matched_aug_nov_state_precheck,high_minus_low,manual_renewal_burden,renewal_form_rate,lag2,medicaid_exit_next,34,162844023.63,-0.0013,unexpected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2021,matched_aug_nov_state_precheck,high_minus_low,manual_renewal_burden,renewal_form_rate,lag2,medicaid_exit_to_uninsured_next,34,161089191.68,0.0002,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2022,matched_aug_nov_state_precheck,high_minus_low,manual_renewal_burden,renewal_form_rate,lag2,medicaid_exit_to_uninsured_next,34,168194295.3,-0.0002,unexpected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2023,matched_aug_nov_state_precheck,high_minus_low,manual_renewal_burden,renewal_form_rate,lag2,medicaid_exit_to_uninsured_next,34,162844023.63,0.0007,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2021,matched_aug_nov_state_precheck,high_minus_low,formal_ineligibility_channel,ineligible_rate,same,medicaid_exit_next,34,162963010.68,-0.0002,unexpected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2022,matched_aug_nov_state_precheck,high_minus_low,formal_ineligibility_channel,ineligible_rate,same,medicaid_exit_next,34,164797084.47,-0.002,unexpected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2023,matched_aug_nov_state_precheck,high_minus_low,formal_ineligibility_channel,ineligible_rate,same,medicaid_exit_next,34,161107978.25,0.0011,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2021,matched_aug_nov_state_precheck,high_minus_low,formal_ineligibility_channel,ineligible_rate,same,medicaid_exit_to_uninsured_next,34,162963010.68,0.0015,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2022,matched_aug_nov_state_precheck,high_minus_low,formal_ineligibility_channel,ineligible_rate,same,medicaid_exit_to_uninsured_next,34,164797084.47,-0.0006,unexpected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2023,matched_aug_nov_state_precheck,high_minus_low,formal_ineligibility_channel,ineligible_rate,same,medicaid_exit_to_uninsured_next,34,161107978.25,0.0024,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2021,matched_aug_nov_state_precheck,high_minus_low,formal_ineligibility_channel,ineligible_rate,lag1,medicaid_exit_next,34,196171360.41,-0.0006,unexpected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2022,matched_aug_nov_state_precheck,high_minus_low,formal_ineligibility_channel,ineligible_rate,lag1,medicaid_exit_next,34,201545633.98,-0.0019,unexpected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2023,matched_aug_nov_state_precheck,high_minus_low,formal_ineligibility_channel,ineligible_rate,lag1,medicaid_exit_next,34,200372837.24,0.0028,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2021,matched_aug_nov_state_precheck,high_minus_low,formal_ineligibility_channel,ineligible_rate,lag1,medicaid_exit_to_uninsured_next,34,196171360.41,0.0008,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2022,matched_aug_nov_state_precheck,high_minus_low,formal_ineligibility_channel,ineligible_rate,lag1,medicaid_exit_to_uninsured_next,34,201545633.98,-0.0001,unexpected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2023,matched_aug_nov_state_precheck,high_minus_low,formal_ineligibility_channel,ineligible_rate,lag1,medicaid_exit_to_uninsured_next,34,200372837.24,0.0021,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2021,matched_aug_nov_state_precheck,high_minus_low,formal_ineligibility_channel,ineligible_rate,lead1,medicaid_exit_next,34,163978439.59,-0.0001,unexpected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2022,matched_aug_nov_state_precheck,high_minus_low,formal_ineligibility_channel,ineligible_rate,lead1,medicaid_exit_next,34,165903522.79,-0.0019,unexpected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2023,matched_aug_nov_state_precheck,high_minus_low,formal_ineligibility_channel,ineligible_rate,lead1,medicaid_exit_next,34,162214642.93,0.0008,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2021,matched_aug_nov_state_precheck,high_minus_low,formal_ineligibility_channel,ineligible_rate,lead1,medicaid_exit_to_uninsured_next,34,163978439.59,0.0015,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2022,matched_aug_nov_state_precheck,high_minus_low,formal_ineligibility_channel,ineligible_rate,lead1,medicaid_exit_to_uninsured_next,34,165903522.79,-0.0005,unexpected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2023,matched_aug_nov_state_precheck,high_minus_low,formal_ineligibility_channel,ineligible_rate,lead1,medicaid_exit_to_uninsured_next,34,162214642.93,0.0019,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2021,matched_aug_nov_state_precheck,high_minus_low,formal_ineligibility_channel,ineligible_rate,lag2,medicaid_exit_next,34,197024190.33,-0.0006,unexpected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2022,matched_aug_nov_state_precheck,high_minus_low,formal_ineligibility_channel,ineligible_rate,lag2,medicaid_exit_next,34,200847645.68,-0.0021,unexpected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2023,matched_aug_nov_state_precheck,high_minus_low,formal_ineligibility_channel,ineligible_rate,lag2,medicaid_exit_next,34,199509834.36,0.0016,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2021,matched_aug_nov_state_precheck,high_minus_low,formal_ineligibility_channel,ineligible_rate,lag2,medicaid_exit_to_uninsured_next,34,197024190.33,0.0008,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2022,matched_aug_nov_state_precheck,high_minus_low,formal_ineligibility_channel,ineligible_rate,lag2,medicaid_exit_to_uninsured_next,34,200847645.68,-0.0001,unexpected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
SIPP,2023,matched_aug_nov_state_precheck,high_minus_low,formal_ineligibility_channel,ineligible_rate,lag2,medicaid_exit_to_uninsured_next,34,199509834.36,0.0012,expected,Later 2023 state exposure tertiles applied to matched-month state-level rates.
