dataset,reference_year,window,exposure_family,exposure_variant,exposure_kind,alignment,outcome,support_rows,support_weight,months_used,estimate_or_contrast,direction_flag,notes
SIPP,2023,mature_jun_oct_2023_h2,procedural_termination_burden,procedural_term_share,single,lead1,medicaid_exit_to_uninsured_next,203,276961510.65,4,-0.0018,unexpected,monthly high-minus-low tertile contrast. Higher procedural share should proxy stronger paperwork-driven terminations.
SIPP,2023,mature_jun_oct_2023_h2,procedural_termination_burden,procedural_term_share,single,lead1,persistent_uninsured_h2,406,553923021.3,4,-0.0016,unexpected,monthly high-minus-low tertile contrast. Higher procedural share should proxy stronger paperwork-driven terminations.
SIPP,2023,mature_jun_oct_2023_h2,procedural_termination_burden,procedural_term_share,single,lead1,broad_exit_resolved_insured_h2,609,830884531.94,4,0.0011,unexpected,monthly high-minus-low tertile contrast. Higher procedural share should proxy stronger paperwork-driven terminations.
SIPP,2023,mature_jun_oct_2023_h2,procedural_termination_burden,procedural_term_share,single,lag2,medicaid_exit_to_uninsured_next,187,235411604.32,4,-0.0003,unexpected,monthly high-minus-low tertile contrast. Higher procedural share should proxy stronger paperwork-driven terminations.
SIPP,2023,mature_jun_oct_2023_h2,procedural_termination_burden,procedural_term_share,single,lag2,persistent_uninsured_h2,374,470823208.64,4,-0.0006,unexpected,monthly high-minus-low tertile contrast. Higher procedural share should proxy stronger paperwork-driven terminations.
SIPP,2023,mature_jun_oct_2023_h2,procedural_termination_burden,procedural_term_share,single,lag2,broad_exit_resolved_insured_h2,561,706234812.97,4,0.0038,unexpected,monthly high-minus-low tertile contrast. Higher procedural share should proxy stronger paperwork-driven terminations.
SIPP,2023,mature_jun_oct_2023_h2,ex_parte_renewal_relief,ex_parte_renewal_rate,single,same,medicaid_exit_to_uninsured_next,252,340051538.03,5,-0.0024,expected,monthly high-minus-low tertile contrast. Higher ex parte renewal should relieve administrative burden.
SIPP,2023,mature_jun_oct_2023_h2,ex_parte_renewal_relief,ex_parte_renewal_rate,single,same,persistent_uninsured_h2,504,680103076.07,5,-0.0021,expected,monthly high-minus-low tertile contrast. Higher ex parte renewal should relieve administrative burden.
SIPP,2023,mature_jun_oct_2023_h2,ex_parte_renewal_relief,ex_parte_renewal_rate,single,same,broad_exit_resolved_insured_h2,756,1020154614.1,5,0.0026,expected,monthly high-minus-low tertile contrast. Higher ex parte renewal should relieve administrative burden.
SIPP,2023,mature_jun_oct_2023_h2,ex_parte_renewal_relief,ex_parte_renewal_rate,single,lag1,medicaid_exit_to_uninsured_next,238,305202233.09,5,-0.0026,expected,monthly high-minus-low tertile contrast. Higher ex parte renewal should relieve administrative burden.
SIPP,2023,mature_jun_oct_2023_h2,ex_parte_renewal_relief,ex_parte_renewal_rate,single,lag1,persistent_uninsured_h2,476,610404466.18,5,-0.0023,expected,monthly high-minus-low tertile contrast. Higher ex parte renewal should relieve administrative burden.
SIPP,2023,mature_jun_oct_2023_h2,ex_parte_renewal_relief,ex_parte_renewal_rate,single,lag1,broad_exit_resolved_insured_h2,714,915606699.28,5,0.0015,expected,monthly high-minus-low tertile contrast. Higher ex parte renewal should relieve administrative burden.
SIPP,2023,mature_jun_oct_2023_h2,ex_parte_renewal_relief,ex_parte_renewal_rate,single,lead1,medicaid_exit_to_uninsured_next,203,276961510.65,4,-0.0042,expected,monthly high-minus-low tertile contrast. Higher ex parte renewal should relieve administrative burden.
SIPP,2023,mature_jun_oct_2023_h2,ex_parte_renewal_relief,ex_parte_renewal_rate,single,lead1,persistent_uninsured_h2,406,553923021.3,4,-0.0039,expected,monthly high-minus-low tertile contrast. Higher ex parte renewal should relieve administrative burden.
SIPP,2023,mature_jun_oct_2023_h2,ex_parte_renewal_relief,ex_parte_renewal_rate,single,lead1,broad_exit_resolved_insured_h2,609,830884531.94,4,-0.0004,unexpected,monthly high-minus-low tertile contrast. Higher ex parte renewal should relieve administrative burden.
SIPP,2023,mature_jun_oct_2023_h2,ex_parte_renewal_relief,ex_parte_renewal_rate,single,lag2,medicaid_exit_to_uninsured_next,187,235411604.32,4,0.0007,unexpected,monthly high-minus-low tertile contrast. Higher ex parte renewal should relieve administrative burden.
SIPP,2023,mature_jun_oct_2023_h2,ex_parte_renewal_relief,ex_parte_renewal_rate,single,lag2,persistent_uninsured_h2,374,470823208.64,4,0.0007,unexpected,monthly high-minus-low tertile contrast. Higher ex parte renewal should relieve administrative burden.
SIPP,2023,mature_jun_oct_2023_h2,ex_parte_renewal_relief,ex_parte_renewal_rate,single,lag2,broad_exit_resolved_insured_h2,561,706234812.97,4,0.0021,expected,monthly high-minus-low tertile contrast. Higher ex parte renewal should relieve administrative burden.
SIPP,2023,mature_jun_oct_2023_h2,composite_burden_index,backlog_automation_index,composite,same,medicaid_exit_to_uninsured_next,252,340051538.03,5,0.003,expected,monthly high-minus-low tertile contrast. Within-month composite of backlog pressure and low ex parte renewal.
SIPP,2023,mature_jun_oct_2023_h2,composite_burden_index,backlog_automation_index,composite,same,persistent_uninsured_h2,504,680103076.07,5,0.0026,expected,monthly high-minus-low tertile contrast. Within-month composite of backlog pressure and low ex parte renewal.
SIPP,2023,mature_jun_oct_2023_h2,composite_burden_index,backlog_automation_index,composite,same,broad_exit_resolved_insured_h2,756,1020154614.1,5,-0.0016,expected,monthly high-minus-low tertile contrast. Within-month composite of backlog pressure and low ex parte renewal.
SIPP,2023,mature_jun_oct_2023_h2,composite_burden_index,backlog_automation_index,composite,lag1,medicaid_exit_to_uninsured_next,238,305202233.09,5,0.0027,expected,monthly high-minus-low tertile contrast. Within-month composite of backlog pressure and low ex parte renewal.
SIPP,2023,mature_jun_oct_2023_h2,composite_burden_index,backlog_automation_index,composite,lag1,persistent_uninsured_h2,476,610404466.18,5,0.0023,expected,monthly high-minus-low tertile contrast. Within-month composite of backlog pressure and low ex parte renewal.
SIPP,2023,mature_jun_oct_2023_h2,composite_burden_index,backlog_automation_index,composite,lag1,broad_exit_resolved_insured_h2,714,915606699.28,5,-0.0023,expected,monthly high-minus-low tertile contrast. Within-month composite of backlog pressure and low ex parte renewal.
SIPP,2023,mature_jun_oct_2023_h2,composite_burden_index,backlog_automation_index,composite,lead1,medicaid_exit_to_uninsured_next,203,276961510.65,4,0.003,expected,monthly high-minus-low tertile contrast. Within-month composite of backlog pressure and low ex parte renewal.
SIPP,2023,mature_jun_oct_2023_h2,composite_burden_index,backlog_automation_index,composite,lead1,persistent_uninsured_h2,406,553923021.3,4,0.0025,expected,monthly high-minus-low tertile contrast. Within-month composite of backlog pressure and low ex parte renewal.
SIPP,2023,mature_jun_oct_2023_h2,composite_burden_index,backlog_automation_index,composite,lead1,broad_exit_resolved_insured_h2,609,830884531.94,4,-0.001,expected,monthly high-minus-low tertile contrast. Within-month composite of backlog pressure and low ex parte renewal.
SIPP,2023,mature_jun_oct_2023_h2,composite_burden_index,backlog_automation_index,composite,lag2,medicaid_exit_to_uninsured_next,187,235411604.32,4,0.0013,expected,monthly high-minus-low tertile contrast. Within-month composite of backlog pressure and low ex parte renewal.
SIPP,2023,mature_jun_oct_2023_h2,composite_burden_index,backlog_automation_index,composite,lag2,persistent_uninsured_h2,374,470823208.64,4,0.001,expected,monthly high-minus-low tertile contrast. Within-month composite of backlog pressure and low ex parte renewal.
SIPP,2023,mature_jun_oct_2023_h2,composite_burden_index,backlog_automation_index,composite,lag2,broad_exit_resolved_insured_h2,561,706234812.97,4,-0.0029,expected,monthly high-minus-low tertile contrast. Within-month composite of backlog pressure and low ex parte renewal.
SIPP,2023,mature_jun_oct_2023_h2,composite_burden_index,backlog_form_index,composite,same,medicaid_exit_to_uninsured_next,252,340051538.03,5,0.0004,expected,monthly high-minus-low tertile contrast. Within-month composite of backlog pressure and manual renewal burden.
SIPP,2023,mature_jun_oct_2023_h2,composite_burden_index,backlog_form_index,composite,same,persistent_uninsured_h2,504,680103076.07,5,-0.0001,unexpected,monthly high-minus-low tertile contrast. Within-month composite of backlog pressure and manual renewal burden.
SIPP,2023,mature_jun_oct_2023_h2,composite_burden_index,backlog_form_index,composite,same,broad_exit_resolved_insured_h2,756,1020154614.1,5,-0.0009,expected,monthly high-minus-low tertile contrast. Within-month composite of backlog pressure and manual renewal burden.
SIPP,2023,mature_jun_oct_2023_h2,composite_burden_index,backlog_form_index,composite,lag1,medicaid_exit_to_uninsured_next,238,305202233.09,5,0.0014,expected,monthly high-minus-low tertile contrast. Within-month composite of backlog pressure and manual renewal burden.
SIPP,2023,mature_jun_oct_2023_h2,composite_burden_index,backlog_form_index,composite,lag1,persistent_uninsured_h2,476,610404466.18,5,0.0009,expected,monthly high-minus-low tertile contrast. Within-month composite of backlog pressure and manual renewal burden.
SIPP,2023,mature_jun_oct_2023_h2,composite_burden_index,backlog_form_index,composite,lag1,broad_exit_resolved_insured_h2,714,915606699.28,5,-0.001,expected,monthly high-minus-low tertile contrast. Within-month composite of backlog pressure and manual renewal burden.
SIPP,2023,mature_jun_oct_2023_h2,composite_burden_index,backlog_form_index,composite,lead1,medicaid_exit_to_uninsured_next,203,276961510.65,4,0.0002,expected,monthly high-minus-low tertile contrast. Within-month composite of backlog pressure and manual renewal burden.
SIPP,2023,mature_jun_oct_2023_h2,composite_burden_index,backlog_form_index,composite,lead1,persistent_uninsured_h2,406,553923021.3,4,-0.0003,unexpected,monthly high-minus-low tertile contrast. Within-month composite of backlog pressure and manual renewal burden.
SIPP,2023,mature_jun_oct_2023_h2,composite_burden_index,backlog_form_index,composite,lead1,broad_exit_resolved_insured_h2,609,830884531.94,4,-0.0027,expected,monthly high-minus-low tertile contrast. Within-month composite of backlog pressure and manual renewal burden.
SIPP,2023,mature_jun_oct_2023_h2,composite_burden_index,backlog_form_index,composite,lag2,medicaid_exit_to_uninsured_next,187,235411604.32,4,0.0012,expected,monthly high-minus-low tertile contrast. Within-month composite of backlog pressure and manual renewal burden.
SIPP,2023,mature_jun_oct_2023_h2,composite_burden_index,backlog_form_index,composite,lag2,persistent_uninsured_h2,374,470823208.64,4,0.0005,expected,monthly high-minus-low tertile contrast. Within-month composite of backlog pressure and manual renewal burden.
SIPP,2023,mature_jun_oct_2023_h2,composite_burden_index,backlog_form_index,composite,lag2,broad_exit_resolved_insured_h2,561,706234812.97,4,-0.0035,expected,monthly high-minus-low tertile contrast. Within-month composite of backlog pressure and manual renewal burden.
SIPP,2023,mature_jun_oct_2023_h2,composite_burden_index,full_burden_index,composite,same,medicaid_exit_to_uninsured_next,252,340051538.03,5,0.0008,expected,"monthly high-minus-low tertile contrast. Within-month composite of backlog, form burden, procedural share, and low ex parte renewal."
SIPP,2023,mature_jun_oct_2023_h2,composite_burden_index,full_burden_index,composite,same,persistent_uninsured_h2,504,680103076.07,5,0.0004,expected,"monthly high-minus-low tertile contrast. Within-month composite of backlog, form burden, procedural share, and low ex parte renewal."
SIPP,2023,mature_jun_oct_2023_h2,composite_burden_index,full_burden_index,composite,same,broad_exit_resolved_insured_h2,756,1020154614.1,5,-0.0033,expected,"monthly high-minus-low tertile contrast. Within-month composite of backlog, form burden, procedural share, and low ex parte renewal."
SIPP,2023,mature_jun_oct_2023_h2,composite_burden_index,full_burden_index,composite,lag1,medicaid_exit_to_uninsured_next,238,305202233.09,5,0.0015,expected,"monthly high-minus-low tertile contrast. Within-month composite of backlog, form burden, procedural share, and low ex parte renewal."
SIPP,2023,mature_jun_oct_2023_h2,composite_burden_index,full_burden_index,composite,lag1,persistent_uninsured_h2,476,610404466.18,5,0.0011,expected,"monthly high-minus-low tertile contrast. Within-month composite of backlog, form burden, procedural share, and low ex parte renewal."
SIPP,2023,mature_jun_oct_2023_h2,composite_burden_index,full_burden_index,composite,lag1,broad_exit_resolved_insured_h2,714,915606699.28,5,-0.0033,expected,"monthly high-minus-low tertile contrast. Within-month composite of backlog, form burden, procedural share, and low ex parte renewal."
SIPP,2023,mature_jun_oct_2023_h2,composite_burden_index,full_burden_index,composite,lead1,medicaid_exit_to_uninsured_next,203,276961510.65,4,0.0018,expected,"monthly high-minus-low tertile contrast. Within-month composite of backlog, form burden, procedural share, and low ex parte renewal."
SIPP,2023,mature_jun_oct_2023_h2,composite_burden_index,full_burden_index,composite,lead1,persistent_uninsured_h2,406,553923021.3,4,0.0013,expected,"monthly high-minus-low tertile contrast. Within-month composite of backlog, form burden, procedural share, and low ex parte renewal."
SIPP,2023,mature_jun_oct_2023_h2,composite_burden_index,full_burden_index,composite,lead1,broad_exit_resolved_insured_h2,609,830884531.94,4,-0.0025,expected,"monthly high-minus-low tertile contrast. Within-month composite of backlog, form burden, procedural share, and low ex parte renewal."
SIPP,2023,mature_jun_oct_2023_h2,composite_burden_index,full_burden_index,composite,lag2,medicaid_exit_to_uninsured_next,187,235411604.32,4,0.0003,expected,"monthly high-minus-low tertile contrast. Within-month composite of backlog, form burden, procedural share, and low ex parte renewal."
SIPP,2023,mature_jun_oct_2023_h2,composite_burden_index,full_burden_index,composite,lag2,persistent_uninsured_h2,374,470823208.64,4,-0.0002,unexpected,"monthly high-minus-low tertile contrast. Within-month composite of backlog, form burden, procedural share, and low ex parte renewal."
SIPP,2023,mature_jun_oct_2023_h2,composite_burden_index,full_burden_index,composite,lag2,broad_exit_resolved_insured_h2,561,706234812.97,4,-0.0014,expected,"monthly high-minus-low tertile contrast. Within-month composite of backlog, form burden, procedural share, and low ex parte renewal."
